name,region,distance_km,elevation_gain_m,difficulty,duration_min,days,description,route_number,url
Sentier de la crête du Moléson,"Moléson-sur-Gruyères, Plan Francey → Le Moléson, station supérieure du téléphérique",8.0,720.0,Bergwanderweg | technical: medium | fitness: medium,180,1,"Die Standseilbahn bringt die Wanderer bis Plan-Francey, wo es zu Fuss weitergeht in Richtung Berghütte Gros-Plané. Hier führt ein Senn, genannt «armailli», die Tradition der handwerklichen Käseherstellung fort. Vom 15. bis zu Beginn des 19. Jahrhunderts beschäftigten die Alpbetriebe oft bis zu einem Dutzend Personen: einen Käsermeister, einen Hirten, einem Bouèbe (Lernender), einen Melker, einen Schneider und einen «Barlatè». Dieser junge Senn war für den Transport des Käses ins Flachland zuständig. Der Beruf verlor an Bedeutung, als in den 1830er-Jahren auch im Flachland Molkereien entstanden. Heute erhalten die Senner und ihre Produkte jedoch neue Wertschätzung. Von der Hütte geht es geradeaus weiter in Richtung Alp Le Villard. An der Kreuzung wird links auf den befahrbaren Weg abgebogen, um zum Chalet de Tremetta zu gelangen. Dessen Name geht auf den Fluss La Trême zurück, der in der Nähe entspringt. Auf dem Pass wandert man entlang der Krete des Moléson. Der Weg steigt langsam an – und schon bald ist das Ziel der Wanderung erreicht. Auf dem Gipfel bietet die Sternwarte beim Restaurant einen eindrucksvollen Blick auf das Alpenmassiv, die Genferseeregion und das Greyerzerland. Mit diesen schönen Bildern im Kopf schwebt es sich anschliessend bequem mit der Bergbahn zurück nach Plan Francey. Tipp: Wer Lust hat, kann auch zu Fuss nach Plan-Francey zurückgehen, über Le Petit Plané (circa 1h10) oder über Tsuatsau-Dessus (1h30).",270,https://www.schweizmobil.ch/de/wanderland/route-270
Sentier du Vitrail de Romont,Romont (Rundweg),16.0,500.0,Wanderweg | technical: easy | fitness: medium,265,1,"Nach dem Vitromusée im Schloss von Romont führt eine Treppe den Hügel hinab bis zum Fluss Glâne. Diesem verdankt der Bezirk seinen Namen. Nach einem Blick zur kleinen Kapelle Sainte-Anne geht es hinauf bis nach Mézières. Hier können die modernen Fenster der Kirche bewundert und das Tapetenmuseum besucht werden. Durch den Wald hinunter wird die kleine Ortschaft La Neirigue erreicht, die am gleichnamigen Bach liegt. Hier gibt es die Möglichkeit, in einer Schlaufe die Kirche von Grangettes-Près-Romont zu besichtigen – oder direkt weiterzuwandern bis zur Kapelle Notre Dame de l’Epine in Berlens. Diese lockt schon seit dem Mittelalter Pilger an. Postkartenidylle wartet dann auf dem Rückweg: Vor dem Weiler Mottex ist der Blick auf Romont und dessen Hügel fantastisch. Die Kirchenfenster von Brian Clarke in der Kirche der Zisterzienser-Abtei La Fille-Dieu sind ebenfalls sehenswert. Es folgt ein letzter Aufstieg, bevor die wohlverdiente Pause auf den Bänken der Stiftskirche von Romont (18. Jh) eingelegt wird. Spannend: Das dortige Chorgestühl diente John Howe als Inspiration für den Film «Der Herr der Ringe». Tipp: Wer noch mehr wissen möchte über die Geschichte der bunten Kirchenfenster und über die Künstler, die diese erschaffen haben, kann im Tourismusbüro eine geführte Wanderung mit einem Wanderleiter buchen.",271,https://www.schweizmobil.ch/de/wanderland/route-271
La Berra par la Valsainte,"Charmey, La Valsainte (Rundweg)",14.0,820.0,Bergwanderweg | technical: medium | fitness: medium,275,1,"Ausgangspunkt der Wanderung ist die Klosteranlage La Valsainte im freiburgischen Greyerzerland, die mit dem Postauto erreichbar ist. Die Kartause wurde 1295 gegründet. Es handelt sich um das letzte noch aktive Kartäuserkloster der Schweiz. Die Mönche, die hier abgeschieden leben, widmen sich ganz dem Gebet. Charakteristisch: ihr Schweigen und die selbst gewählte Einsamkeit. Entsprechend kann bis auf eine kleine Kapelle das Innere der Anlage nicht besichtigt werden. Doch auch von Aussen ist die Architektur der Kartause mit ihren aneinandergereihten Häuschen beeindruckend. Die Tour im ursprünglichen Javro-Tal verläuft zu Beginn Richtung Westen, hinauf zur Gite d'Allières. Bergwiesen und Wälder wechseln sich während des Aufstiegs ab. Von der Terrasse der Berghütte hat man Sicht auf den Berg Moléson und Richtung Freiburger Voralpen. Danach wird der Gipfel La Berra erreicht, mit 1‘719 Metern höchster Punkt der Route. Die baumlose, grasbewachsene Kuppe hat die Form einer flachen Pyramide. Hier wartet ein 360-Grad-Panoramablick: auf den Greyerzersee, über das Seeland, zum Jurakamm – Schilder informieren über alle Namen der Berge und umliegenden Orte. Weiter geht es, bergab und auch mal kurz bergauf, über die Krete in Richtung Auta Chia d’Amont. Vor den Wanderern liegen die scharfen Spitzen von Les Recardets. Im Hintergrund: die Kaiseregg und rechts die Dents Vertes. Auf dem Rückweg nach La Valsainte können typische, mit Holzschindeln bedeckte Chalets entdeckt werden, die zum Freiburger Kulturerbe gehören: zum Beispiel La Guisolanda, oder dann – nach einem Abschnitt im Wald – die Weide Les Féguelenets. Das grosse, dazugehörige Chalet liegt in einer ruhigen, ja beinahe magischen Umgebung. Kurz darauf wird bei Les Mossettes die Strasse erreicht. Von hier ist es nicht mehr weit bis La Valsainte. Hinweis: Wer von La Roche her kommt und dort starten will, fährt mit dem Bus zur Bergbahn in Le Brand. Zu Fuss kann via Gîte d'Allières nach La Berra aufgestiegen werden, ab Juli fährt die Bergbahn auf den Gipfel La Berra.",272,https://www.schweizmobil.ch/de/wanderland/route-272
L’Intyamon de Montbovon à la Brâ,Montbovon (Rundweg),10.0,780.0,Bergwanderweg | technical: medium | fitness: medium,240,1,"Der anspruchsvolle Rundweg beginnt beim Bahnhof Montbovon. In stetigem Auf und Ab führt er durch eine wilde, unberührte Landschaft. Nach der sehenswerten Kirche von Montbovon und weiteren alten Bauwerken, etwa ein Gasthaus aus dem 18. Jahrhundert, gelangt man zum Wasserkraftwerk am Lac de Lessoc. Von dort führt die Wanderung via Route du Lac leicht ansteigend auf der Fahrstrasse weiter. Nach rund zwei Kilometern beginnt der Aufstieg Richtung La Petite Chia, einer Alphütte auf 1'060 m Höhe. Steile Pfade (gutes Schuhwerk empfohlen) schlängeln sich durch dichten Wald, bis sich eine sanfte Weidelandschaft öffnet. Bei der Alphütte Sonlomont kann am Brunnen die Trinkflasche für den letzten Aufstieg gefüllt werden. Der Weg folgt der Krete, welche die Grenze zwischen den Kantonen Freiburg und Waadt bildet. Weiter bergauf geht es in einem Wald bis zur Alphütte La Brâ. Sie liegt auf 1'460 Metern über dem Intyamon-Tal. Die Alp wird im Sommer von freiwilligen Hirten bewirtschaftet. Wer hier Rast macht, geniesst eine fantastische Aussicht. Der Abstieg zieht sich rund einen Kilometer durch Weiden und Felder. Immer wieder bieten sich herrliche Ausblicke auf das Intyamon und die Dörfer Albeuve und Neirivue. Nach Les Ciernettes schlängelt sich der anspruchsvolle Weg durch den Wald Richtung Les Verbuts nach Lessoc. Beim Bach Le Torrent folgen zwei Picknickplätze. Den Wegweisern Richtung «Montbovon» folgend, führt ein sanft absteigender Weg zum Lac de Lessoc und zur überdachten historischen Steinbrücke von 1667, welche die Saane überquert. Sie ist eine der ältesten und letzten ihrer Art im Kanton Freiburg – ein weiterer Zeuge der Geschichte am nun asphaltierten Wanderweg. Kurz danach lohnt sich eine Pause an der Grillstelle mit Bank, um die Ruhe am Lac de Lessoc zu geniessen. Der Weg folgt nun dem Seeufer und bietet immer wieder imposante Aussichten. Nach 4 Stunden erblickt man auf der linken Seite wieder das Wasserkraftwerk, bevor die Wanderung beim Bahnhof Montbovon ihr Ende findet.",273,https://www.schweizmobil.ch/de/wanderland/route-273
Auf dem Rücken des Schwyberg,Schwarzsee (Rundweg),18.0,900.0,Bergwanderweg | technical: medium | fitness: difficult,345,1,"Dunkel schimmert der Schwarzsee, eingebettet in die voralpine Berglandschaft der Freiburger Alpen. Laut einer Sage erscheint sein Wasser beinahe schwarz, seit ein Riese seine Füsse darin gewaschen hat. Entlang des West- und Nordufers des Schwarzsees erstreckt sich das gleichnamige Dorf. Das Gebiet direkt an der Sprachgrenze ist vor allem bei Freiburgern und Bernern ein beliebtes Erholungs- und Ausflugsziel. Umrahmt von einer imposanten Kulisse mit Kaiseregg, Spitzflue und der Schwyberg-Kette, welche auf dieser Route erwandert wird, startet der Weg bei der Haltestelle Schwarzsee, Gypsera. Von dort führt er flach dem Seeufer entlang bis Schwarzsee Bad. Der Aufstieg über Weiden und durch verstreute Bäume zweigt beim Rand des Philiponerwaldes ab. Kurz darauf wird Fuchses Schwyberg erreicht, ein offener Gipfel mit toller Sicht über das Schwarzseetal und die Berge Kaiseregg, Spitzflue, Moléson und La Berra. Es folgt ein relativ flacher Teil, bevor leicht bergab die Alp Hapferen Schwyberg erreicht wird. Auf dem Grat Richtung Gross Schwyberg schweift der Blick erneut zum Kaiseregg-Gipfel und weit ins Land – sogar die Poyabrücke in Freiburg ist mit ihren Schrägseilen in der Ferne auszumachen. Auf dem höchsten Punkt der Route wartet dann eine 360-Grad-Rundumsicht auf 13 Kantone. Bei der Berghütte Gross Schwyberg beginnt der Abstieg über den Wanderweg zum Bergrestaurant Gurli. Es wird den Wegweisern Richtung Luggiwilera und Lichtena gefolgt. Der letzte Teil der Wanderung führt über einen hügeligen Weg dem Lauf der Warmen Sense. Aus dem Schwarzsee kommend fliesst diese bei Zollhaus mit der Kalten Sense zusammen. Als Sense mündet der Grenzfluss bei Laupen in die Saane. Unterwegs zum Ursprung der Warmen Sense und zum Ziel der Wanderung gibt es mehre Möglichkeiten, um sich auf Bänklein auszuruhen und die umliegende Landschaft zu beobachten und zu geniessen. Auch im Dorf werden zahlreiche Aktivitäten angeboten, etwa Minigolf, Baden im See oder Sommerrodeln.",274,https://www.schweizmobil.ch/de/wanderland/route-274
Circuit de Hauterive,Grangeneuve (Rundweg),10.0,280.0,Wanderweg | technical: easy | fitness: easy,165,1,"Die Wanderung beginnt bei Posieux im Weiler Grangeneuve, wo seit 1888 das Landwirtschaftliche Institut des Kantons Freiburg ansässig ist. Dessen Hauptgebäude ist die «Grange Neuve», die neue Scheune. Sie wurde im Jahr 1263 von den Mönchen des benachbarten Klosters Hauterive erbaut, um die landwirtschaftliche Nutzfläche zu vergrössern. Der Weg durchquert zuerst einen hügeligen Buchenwald. Im Frühling finden sich hier Lebermoose, wie auch an vielen anderen Orten auf der Strecke. Der Weg steigt dann hinab Richtung Saane-Ufer. Der Fluss entspringt am Sanetschhorn oberhalb von Gsteig. Hier im französischsprachigen Teil des Kantons heisst der Fluss Sarine. Am Fluss folgt jetzt ein schmaler, aber zauberhafter Durchgang: Unter einem überhängenden Molassefelsen wandert man direkt am Wasser. Bei Regen oder hohem Wasserstand ist es möglich, dass diese Stelle nicht passierbar ist. Dann muss die obere Route genommen werden, welche vor Hochwasser geschützt ist. Der beschriebene Weg folgt dem Flusslauf im Wald und entlang der Wiese von Prés d’en Bas. Im Weiler La Tuffière wird die Brücke über die Saane überquert. Eindrucksvoll sind die vom Wasser geformten Sandstein-Felswände, die hier bewundert werden können. Der Weg verläuft jetzt oberhalb der Saane, wiederholt bietet sich ein schöner Blick auf deren Windungen. Weiter führt er über einen in die Molasse gegrabenen Weg hinunter zum Bauernhof La Souche und erneut über den Fluss. Vor den Wanderern liegt nun das Zisterzienser-Kloster Hauterive, das älteste aktive Kloster der Westschweiz. Der Name Hauterive (Hohes Ufer), kommt von den hohen Sandsteinfelsen, die das rechte Ufer der Saane bilden. Gegründet wurde das Kloster im 12. Jahrhundert von einem lokalen Freiherrn, heute führt eine Gemeinschaft von rund 20 Mönchen hier ein einfaches Leben. Die Abtei kann zu gewissen Zeiten besichtigt werden. Ein Stopp lohnt sich so oder so: Im Klosterladen und auch im Laden «Le Magasin» des Landwirtschaftlichen Instituts Grangeneuve werden Produkte aus dem Freiburgerland verkauft.",275,https://www.schweizmobil.ch/de/wanderland/route-275
Sentier du Creux du Van,Noiraigue (Rundweg),15.0,780.0,Wanderweg | technical: easy | fitness: medium,275,1,"Hundert Meter östlich des Bahnhofs von Noiraigue werden die Gleise überquert, um anschliessend in den Weg zur Ferme Robert einzubiegen. Der Weg beginnt rechts am Waldrand und führt zum Bauernhof Les Oeuillons, ein willkommener Halt vor dem Aufstieg auf dem « Sentier des 14 Contours », der bis zur Alphütte Le Soliat führt. Die Wanderung wird fortgesetzt den Abgründen des Creux du Van entlang, wo man sich einer vielfältigen alpinen Flora erfreuen kann: Anemonen, Astern, grosse Sterndolden und Enzian. Am östlichen Zipfel, am Ende dieses natürlichen Halbrundes, wird die Steinmauer passiert und der Weg fortgesetzt bis zum Hof « La Grand’Vy », dann in Richtung Pré au Favre und linkerhand hinab über das Feld bis zum Waldbeginn. Der Weg wird nun steiniger und führt steil abfallend zur Raststelle Ferme Robert, ein typischer Hof aus dem Jahr 1750. Nach Passieren des Parkplatzes wird bald schon in den Weg Richtung Noiraigue eingebogen, um anschliessend, nach dem Verlassen des Waldes, auf einer geteerten Strasse zurück zum Bahnhof von Noiraigue zu gelangen.",286,https://www.schweizmobil.ch/de/wanderland/route-286
Sentier des Statues,Les Hauts Geneveys → La Sagne,12.0,680.0,Wanderweg | technical: easy | fitness: medium,230,1,"Die Wanderung beginnt beim Bahnhof von Les Hauts-Geneveys. Der Weg quert die Geleise, führt linkerhand durch das Dorf und dann durch ein Wäldchen. Über einen signalisierten Waldweg wird die Wanderung bis zum Tête de Ran fortgesetzt. Hier folgt das aussichtsreiche Herzstück der Route: Stets der Route Nr. 5 Jurahöhenweg folgend, über Grandes Pradières-Dessus bis zum Mont Racine, bieten sich grandiose Ausblicke. Am Mont Racine wird nordwärts abgebogen in Richtung La Grande Racine, Marmoud und schliesslich bis La Sagne-Crêt. Für den Abstieg wird der von Holzskulpturen gesäumte Statuenweg gewählt, wo zahlreiche Personen und Tiere direkt vor Ort aus Baumstämmen geschnitzt wurden. Das Ziel der Wanderung wird ist beim Bahnhof in La Sagne-Crêt erreicht.",287,https://www.schweizmobil.ch/de/wanderland/route-287
La Vy aux Moines,La Brévine → Môtiers,15.0,400.0,Wanderweg | technical: easy | fitness: medium,250,1,"La Brévine erreicht man mit dem PostAuto entweder über Le Locle oder Fleurier. Die Route führt dem Südufer des Lac des Taillères entlang. Im Sommer ein Paradies für Libellen und Schmetterlinge, vereinigt dieser Ort ländlichen Charme und erfrischende Seeufer-Atmosphäre. Beim Aufstieg auf Les Cottards Dessus geht es durch einen wunderbaren Wald auf einem mit Moos und Farn bedeckten idyllischen Weg. Man wäre nicht überrascht, hier Feen oder Kobolden zu begegnen. Anschliessend wird der Gipfelpunkt, La Citadelle, mit Rundsicht auf den Jura und die Alpen erreicht. Beim Abstieg nach Boveresse erblicken wir rechterhand das Landhaus Montlési, Wahlheimat von Jean-Jacques Rousseau. Wer innehält, erhascht vielleicht einen Bilck auf ein Wildtier oder einen Schwarzspechte. Am Ende des Abstiegs im Wald ein obligatorischer Halt, um die majestätische, über fünf Jahrhunderte alte Linde, die Tilleul des Catholiques zu bewundern. Im Innern des hohlen Stammes verstecken sich eine Statue der Jungfrau Maria, ein Honigtopf und eine Kerze. Bei Boveresse liegt das historische Dörr-Haus für Absinth mit seiner Dauerausstellung über Kultur und Dörren von Absinth. Die Ankunft in Môtiers, der Heimat der grünen Fee, soll gebührlich gefeiert sein: typischerweise mit einem Wasserhahn auf der Tischmitte, dessen kühles Wasser den kostbaren Trunk trübt.",288,https://www.schweizmobil.ch/de/wanderland/route-288
Sentier des Gorges de l'Areuse,Noiraigue → Boudry,12.0,170.0,Bergwanderweg | technical: medium | fitness: medium,180,1,"Die Areuse entspringt oberhalb von St-Sulpice in einem Karstsee auf 800 Meter Höhe. Von dort schlängelt sie sich durch eine abwechslungsreiche Landschaft: zunächst gemächlich durch das Val-de-Travers, dann spektakulär durch die Areuse-Schlucht und schliesslich in den Neuenburgersee. Der Fluss ist nicht nur landschaftlich reizvoll, sondern spielt auch eine wichtige Rolle für die regionale Wasserversorgung und Energiegewinnung. Seit dem 14. Jahrhundert wird hier die Wasserkraft genutzt. Für alle, die dem Fluss zu Fuss folgen, hält er einige Überraschungen bereit: zum Beispiel den Saut de Brot mit der bekannten Steinbrücke. Diese Stelle, die über Stege und Treppen erreicht wird, war bis zum Bau eines Wanderweges im Jahr 1876 unpassierbar. Nach rund einer Stunde Fussmarsch folgt Champ-du-Moulin. Das Restaurant und Hotel La Truite ist bekannt für seine Forellen-Gerichte. Wer will, kann hier auch übernachten. Nach der gemütlichen Pause wird es wild: Der Abschnitt bis nach Boudry ist wohl der beeindruckendste. Durch wunderschöne Schluchten stürzt sich der brodelnde Fluss, eindrückliche Felswände umschliessen ihn. Dann, nach der Brücke Pont des Clées: plötzliche Ruhe und die ersten Häuser von Boudry, dem Etappenziel. Das malerische Dorf wird vom Schloss überragt, in welchem sich ein Weinbau-Museum befindet – der perfekte Abschluss dieser spektakulären Wanderung.",289,https://www.schweizmobil.ch/de/wanderland/route-289
